"","Suburb","Rooms","Type","Address","Method","SellerG","Date","Distance","Postcode","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Price"
"19732","Doncaster East","3","h","34 McKenzie St","VB","Jellis",2018-03-17,14.3,"3109",654,"Manningham City Council",-37.7829,145.16947,"Eastern Metropolitan",10999,1120000
"19733","Doncaster East","3","h","10 Morinda Cr","S","Ray",2018-03-17,14.3,"3109",650,"Manningham City Council",-37.78996,145.15096,"Eastern Metropolitan",10999,1181000
"19734","Doncaster East","4","h","35 Owens St","PI","Barry",2018-03-17,14.3,"3109",675,"Manningham City Council",-37.77714,145.14903,"Eastern Metropolitan",10999,1385000
"19735","Donvale","3","h","14 Amys Gr","PI","Barry",2018-03-17,16.1,"3111",393,"Manningham City Council",-37.80344,145.19777,"Eastern Metropolitan",4790,9e+05
"19736","Donvale","3","t","117A Glenvale Rd","PI","Barry",2018-03-17,16.1,"3111",345,"Manningham City Council",-37.80047,145.21536,"Eastern Metropolitan",4790,8e+05
"19737","Eaglemont","3","h","78 Studley Rd","VB","Miles",2018-03-17,8.9,"3084",529,"Banyule City Council",-37.76248,145.05423,"Eastern Metropolitan",1651,1250000
"19738","Edithvale","4","h","6A Berry Av","S","O'Brien",2018-03-17,27,"3196",378,"Kingston City Council",-38.04383,145.11321,"South-Eastern Metropolitan",2546,1185000
"19739","Elsternwick","3","h","36 Horne St","VB","Biggin",2018-03-17,7.2,"3185",630,"Glen Eira City Council",-37.88617,145.00101,"Southern Metropolitan",4898,1900000
"19740","Eltham","4","h","8 Catherine Ct","S","Morrison",2018-03-17,18,"3095",833,"Banyule City Council",-37.71226,145.15735,"Eastern Metropolitan",6990,1275000
"19741","Elwood","4","h","34 Foam St","S","Greg",2018-03-17,7.2,"3184",304,"Port Phillip City Council",-37.88731,144.98948,"Southern Metropolitan",8989,3040000
"19742","Elwood","3","h","127A Ruskin St","SP","Marshall",2018-03-17,7.2,"3184",280,"Port Phillip City Council",-37.88154,144.98157,"Southern Metropolitan",8989,1830000
"19743","Endeavour Hills","5","h","13 Wilkinson Wy","S","LJ",2018-03-17,28.5,"3802",659,"Casey City Council",-37.98218,145.25336,"South-Eastern Metropolitan",8443,878000
"19744","Epping","5","h","33 Abercrombie Gr","S","Ray",2018-03-17,19.6,"3076",349,"Whittlesea City Council",-37.62727,145.01607,"Northern Metropolitan",10926,720500
"19745","Epping","4","h","2 Axebridge Cct","S","HAR",2018-03-17,19.6,"3076",578,"Whittlesea City Council",-37.62765,145.03726,"Northern Metropolitan",10926,680000
"19746","Epping","3","h","3 Ayers Ct","S","HAR",2018-03-17,19.6,"3076",691,"Whittlesea City Council",-37.65801,145.02683,"Northern Metropolitan",10926,670000
"19747","Epping","3","h","31 Camouflage Dr","SP","Ray",2018-03-17,19.6,"3076",420,"Whittlesea City Council",-37.62551,145.00432,"Northern Metropolitan",10926,515000
"19748","Epping","3","h","22 Gammage Bvd","S","HAR",2018-03-17,19.6,"3076",492,"Whittlesea City Council",-37.62499,145.00937,"Northern Metropolitan",10926,692500
"19749","Epping","4","h","23 Nesting Ct","PI","McGrath",2018-03-17,19.6,"3076",568,"Whittlesea City Council",-37.6276,145.02992,"Northern Metropolitan",10926,820000
"19750","Epping","4","h","20 Quartz Gr","SP","Raine",2018-03-17,19.6,"3076",612,"Whittlesea City Council",-37.63074,145.03642,"Northern Metropolitan",10926,685000
"19751","Epping","4","h","22 Rockfield St","S","hockingstuart",2018-03-17,19.6,"3076",376,"Whittlesea City Council",-37.62918,145.00855,"Northern Metropolitan",10926,649000
"19752","Epping","4","h","63 Shields St","S","Love",2018-03-17,19.6,"3076",448,"Whittlesea City Council",-37.62357,145.01017,"Northern Metropolitan",10926,662000
"19753","Essendon","4","h","37 Daisy St","S","Rendina",2018-03-17,7.5,"3040",590,"Moonee Valley City Council",-37.7536,144.91097,"Western Metropolitan",9264,1727000
"19754","Essendon","3","h","38C Fletcher St","S","Nelson",2018-03-17,7.5,"3040",207,"Moonee Valley City Council",-37.75451,144.92179,"Western Metropolitan",9264,1210000
"19755","Essendon","4","h","47 King St","S","Nelson",2018-03-17,7.5,"3040",770,"Moonee Valley City Council",-37.7459,144.90357,"Western Metropolitan",9264,1961000
"19756","Essendon","4","h","22 McPhail St","VB","Barry",2018-03-17,7.5,"3040",354,"Moonee Valley City Council",-37.75474,144.91227,"Western Metropolitan",9264,1650000
"19757","Essendon","5","h","8 Ogilvie St","S","Barry",2018-03-17,7.5,"3040",637,"Moonee Valley City Council",-37.75328,144.89217,"Western Metropolitan",9264,1565000
"19758","Essendon","4","h","107 Roberts St","SP","Barry",2018-03-17,7.5,"3040",447,"Moonee Valley City Council",-37.74518,144.8995,"Western Metropolitan",9264,1485000
"19759","Essendon","3","h","5A Roberts St","PI","McDonald",2018-03-17,7.5,"3040",719,"Moonee Valley City Council",-37.75396,144.89796,"Western Metropolitan",9264,2100000
"19760","Essendon","3","h","13 Wright St","S","Hodges",2018-03-17,7.5,"3040",440,"Moonee Valley City Council",-37.74542,144.91824,"Western Metropolitan",9264,1465000
"19761","Fairfield","3","h","58 Rathmines St","VB","Miles",2018-03-17,5.7,"3078",320,"Darebin City Council",-37.77945,145.01553,"Northern Metropolitan",2970,1360000
"19762","Fairfield","3","h","269 Station St","S","Jellis",2018-03-17,5.7,"3078",406,"Darebin City Council",-37.76894,145.02001,"Northern Metropolitan",2970,1300000
"19763","Fawkner","3","h","100 Anderson Rd","PI","Barry",2018-03-17,13.1,"3060",587,"Hume City Council",-37.69555,144.9677,"Northern Metropolitan",5070,670000
"19764","Fawkner","3","h","12A Major Rd","S","McGrath",2018-03-17,13.1,"3060",785,"Hume City Council",-37.70793,144.97457,"Northern Metropolitan",5070,867500
"19765","Fawkner","3","t","36 Major Rd","S","Ray",2018-03-17,13.1,"3060",277,"Hume City Council",-37.70759,144.97152,"Northern Metropolitan",5070,682000
"19766","Fawkner","3","h","84 Major Rd","PI","McGrath",2018-03-17,13.1,"3060",552,"Hume City Council",-37.70719,144.96783,"Northern Metropolitan",5070,668000
"19767","Fawkner","3","h","28 McDougall St","SP","Barry",2018-03-17,13.1,"3060",597,"Hume City Council",-37.70219,144.96446,"Northern Metropolitan",5070,703000
"19768","Fawkner","3","h","49 Percy St","S","O'Brien",2018-03-17,13.1,"3060",655,"Hume City Council",-37.7073,144.97494,"Northern Metropolitan",5070,720000
"19769","Fawkner","4","h","42 Tucker St","S","HAR",2018-03-17,13.1,"3060",652,"Hume City Council",-37.70811,144.96968,"Northern Metropolitan",5070,945000
"19770","Fawkner","5","h","15 William St","VB","hockingstuart",2018-03-17,13.1,"3060",586,"Hume City Council",-37.70497,144.96704,"Northern Metropolitan",5070,1018000
"19771","Ferntree Gully","4","h","10 Alida Ct","PI","Stockdale",2018-03-17,24.8,"3156",504,"Knox City Council",-37.89906,145.28542,"Eastern Metropolitan",10788,851000
"19772","Ferntree Gully","4","h","82 Bryden Dr","S","Schroeder",2018-03-17,24.8,"3156",623,"Knox City Council",-37.8984,145.26457,"Eastern Metropolitan",10788,860000
"19773","Ferntree Gully","4","h","9 Bryden Dr","PI","Stockdale",2018-03-17,24.8,"3156",1193,"Knox City Council",-37.89623,145.26865,"Eastern Metropolitan",10788,840000
"19774","Ferntree Gully","4","h","12 Easton Ct","SP","Max",2018-03-17,24.8,"3156",665,"Knox City Council",-37.89254,145.2737,"Eastern Metropolitan",10788,845000
"19775","Ferntree Gully","4","h","62 Helen Rd","S","Ray",2018-03-17,24.8,"3156",722,"Knox City Council",-37.87574,145.26685,"Eastern Metropolitan",10788,851000
"19776","Fitzroy North","3","h","83 Holden St","S","Nelson",2018-03-17,3.6,"3068",266,"Moreland City Council",-37.77931,144.98197,"Northern Metropolitan",6244,1700000
"19777","Fitzroy North","3","h","497 Napier St","S","Collins",2018-03-17,3.6,"3068",838,"Moreland City Council",-37.79185,144.98164,"Northern Metropolitan",6244,1412500
"19778","Fitzroy North","3","h","15 Willowbank Rd","S","hockingstuart",2018-03-17,3.6,"3068",560,"Moreland City Council",-37.77501,144.98491,"Northern Metropolitan",6244,1875000
"19779","Flemington","2","h","126 Princes St","SP","Alexkarbon",2018-03-17,3.4,"3031",217,"Melbourne City Council",-37.78416,144.93548,"Northern Metropolitan",3593,1015000
"19780","Flemington","3","h","1 Waltham St","S","Nelson",2018-03-17,3.4,"3031",209,"Melbourne City Council",-37.78346,144.9283,"Northern Metropolitan",3593,1120000
"19781","Footscray","3","h","32 Chatham St","S","Sweeney",2018-03-17,5.1,"3011",182,"Maribyrnong City Council",-37.79303,144.89111,"Western Metropolitan",7570,820000
"19782","Footscray","3","t","2a Everard St","PI","Jas",2018-03-17,5.1,"3011",148,"Maribyrnong City Council",-37.79417,144.88535,"Western Metropolitan",7570,820000
"19783","Footscray","2","t","50 Everard St","S","Jas",2018-03-17,5.1,"3011",104,"Maribyrnong City Council",-37.79656,144.88523,"Western Metropolitan",7570,620000
"19784","Footscray","3","h","17 Tait St","VB","Village",2018-03-17,5.1,"3011",517,"Maribyrnong City Council",-37.79178,144.89618,"Western Metropolitan",7570,960000
"19785","Footscray","4","h","14 Tiernan St","SP","Jas",2018-03-17,5.1,"3011",388,"Maribyrnong City Council",-37.79419,144.89618,"Western Metropolitan",7570,850000
"19786","Forest Hill","3","h","66 Stevens Rd","S","RW",2018-03-17,15.4,"3131",594,"Whitehorse City Council",-37.84467,145.18227,"Eastern Metropolitan",4385,885000
"19787","Frankston","3","h","20 Bondi Av","S","hockingstuart",2018-03-17,38,"3199",1083,"Frankston City Council",-38.16041,145.13735,"South-Eastern Metropolitan",17055,845777
"19788","Frankston","3","h","5 Jolly St","S","Barry",2018-03-17,38,"3199",692,"Frankston City Council",-38.14291,145.1355,"South-Eastern Metropolitan",17055,686000
"19789","Frankston South","5","h","13 Buckingham Pl","S","O'Brien",2018-03-17,38,"3199",700,"Frankston City Council",-38.17185,145.14299,"South-Eastern Metropolitan",7566,825000
"19790","Gisborne","3","h","24 Hilltop Wy","S","Raine",2018-03-17,45.9,"3437",675,"Macedon Ranges Shire Council",-37.48287,144.5973,"Northern Victoria",3376,550000
"19791","Gladstone Park","3","h","3 Bede Ct","S","Ray",2018-03-17,12.9,"3043",613,"Hume City Council",-37.6859,144.89491,"Western Metropolitan",3285,640000
"19792","Gladstone Park","3","h","9 Farley Ct","S","Ray",2018-03-17,12.9,"3043",591,"Hume City Council",-37.68479,144.89602,"Western Metropolitan",3285,7e+05
"19793","Gladstone Park","4","h","10 Woodstock Dr","SP","YPA",2018-03-17,12.9,"3043",666,"Hume City Council",-37.69297,144.88705,"Western Metropolitan",3285,710000
"19794","Glen Huntly","4","h","10 James St","VB","hockingstuart",2018-03-17,10.1,"3163",617,"Glen Eira City Council",-37.89042,145.04058,"Southern Metropolitan",2403,1900000
"19795","Glen Iris","3","h","9 Hortense St","S","Noel",2018-03-17,7.3,"3146",724,"Boroondara City Council",-37.8547,145.08095,"Southern Metropolitan",10412,2160000
"19796","Glen Iris","4","h","30 Lomond St","PI","Marshall",2018-03-17,7.3,"3146",334,"Boroondara City Council",-37.84881,145.06128,"Southern Metropolitan",10412,1850000
"19797","Glen Iris","4","h","16 Nepean St","VB","Marshall",2018-03-17,7.3,"3146",557,"Boroondara City Council",-37.8488,145.05565,"Southern Metropolitan",10412,1900000
"19798","Glen Iris","3","h","142 Summerhill Rd","S","Marshall",2018-03-17,7.3,"3146",680,"Boroondara City Council",-37.86166,145.07455,"Southern Metropolitan",10412,1855000
"19799","Glen Iris","3","h","14 Valley Pde","S","Marshall",2018-03-17,7.3,"3146",642,"Boroondara City Council",-37.85243,145.05907,"Southern Metropolitan",10412,1530000
"19800","Glen Waverley","5","h","323 Gallaghers Rd","PI","Barry",2018-03-17,16.7,"3150",1042,"Monash City Council",-37.88811,145.1764,"Eastern Metropolitan",15321,2500000
"19801","Glen Waverley","3","h","6 Goodin Gr","S","LLC",2018-03-17,16.7,"3150",830,"Monash City Council",-37.8758,145.16235,"Eastern Metropolitan",15321,2420000
"19802","Glen Waverley","4","h","42 Maylands Cr","SA","Barry",2018-03-17,16.7,"3150",655,"Monash City Council",-37.90396,145.17267,"Eastern Metropolitan",15321,1080000
"19803","Glen Waverley","3","h","30 Myrtle St","SS","Barry",2018-03-17,16.7,"3150",710,"Monash City Council",-37.88424,145.16033,"Eastern Metropolitan",15321,1302550
"19804","Glen Waverley","4","h","54 Torwood Av","S","Harcourts",2018-03-17,16.7,"3150",799,"Monash City Council",-37.8836,145.18661,"Eastern Metropolitan",15321,1400500
"19805","Glen Waverley","3","h","72 Whites La","PI","Stockdale",2018-03-17,16.7,"3150",744,"Monash City Council",-37.89729,145.17133,"Eastern Metropolitan",15321,1340000
"19806","Glenroy","3","h","55 Grandview St","PI","Nelson",2018-03-17,11.2,"3046",619,"Moreland City Council",-37.70994,144.90987,"Northern Metropolitan",8870,880000
"19807","Glenroy","3","h","25 Hilda St","VB","Stockdale",2018-03-17,11.2,"3046",308,"Moreland City Council",-37.6988,144.93355,"Northern Metropolitan",8870,550000
"19808","Glenroy","2","t","41A Morell St","S","Nelson",2018-03-17,11.2,"3046",136,"Moreland City Council",-37.70227,144.94815,"Northern Metropolitan",8870,525000
"19809","Gowanbrae","3","h","47 Balerno Cir","S","Nelson",2018-03-17,12.9,"3043",217,"Moreland City Council",-37.70864,144.89595,"Western Metropolitan",1071,665000
"19810","Gowanbrae","3","h","64 Gowanbrae Dr","PI","Nelson",2018-03-17,12.9,"3043",450,"Moreland City Council",-37.70703,144.89501,"Western Metropolitan",1071,770000
"19811","Greensborough","4","h","10 Avandina Cr","S","Morrison",2018-03-17,16.1,"3088",771,"Banyule City Council",-37.69216,145.11166,"Northern Metropolitan",8524,1120000
"19812","Greensborough","2","t","3/3 Echuca Rd","PI","Darren",2018-03-17,16.1,"3088",188,"Banyule City Council",-37.70945,145.10708,"Northern Metropolitan",8524,670000
"19813","Greensborough","3","h","87 Hailes St","S","Barry",2018-03-17,16.1,"3088",467,"Banyule City Council",-37.69977,145.09765,"Northern Metropolitan",8524,637000
"19814","Greensborough","3","h","57 Henry St","S","Buckingham",2018-03-17,16.1,"3088",581,"Banyule City Council",-37.71636,145.10116,"Northern Metropolitan",8524,808000
"19815","Greensborough","5","h","35 Plenty La","PI","Darren",2018-03-17,16.1,"3088",620,"Banyule City Council",-37.71517,145.10849,"Northern Metropolitan",8524,1e+06
"19816","Greensborough","4","h","23 Sunrise Dr","PI","Ray",2018-03-17,16.1,"3088",920,"Banyule City Council",-37.68286,145.12333,"Northern Metropolitan",8524,930000
"19817","Greensborough","5","h","131 Warralong Av","SP","Darren",2018-03-17,16.1,"3088",533,"Banyule City Council",-37.71897,145.10378,"Northern Metropolitan",8524,931000
"19818","Greensborough","3","h","35 Yando St","S","Darren",2018-03-17,16.1,"3088",557,"Banyule City Council",-37.69723,145.09726,"Northern Metropolitan",8524,767000
"19819","Greenvale","3","h","28 Frontier Av","S","Ray",2018-03-17,20.4,"3059",313,"Hume City Council",-37.61354,144.88646,"Northern Metropolitan",4864,588000
"19820","Greenvale","4","h","48 Horizon Bvd","S","YPA",2018-03-17,20.4,"3059",316,"Hume City Council",-37.61756,144.88815,"Northern Metropolitan",4864,620000
"19821","Greenvale","5","h","15 MacLaren Ct","SP","Jason",2018-03-17,20.4,"3059",870,"Hume City Council",-37.64775,144.9034,"Northern Metropolitan",4864,8e+05
"19822","Greenvale","4","h","9 Moffat Ct","S","Ray",2018-03-17,20.4,"3059",659,"Hume City Council",-37.64688,144.89904,"Northern Metropolitan",4864,690000
"19823","Greenvale","4","h","26 Perugia Av","S","Ray",2018-03-17,20.4,"3059",312,"Hume City Council",-37.62439,144.88629,"Northern Metropolitan",4864,677000
"19824","Greenvale","3","h","9 Posy St","S","Ray",2018-03-17,20.4,"3059",415,"Hume City Council",-37.62525,144.87738,"Northern Metropolitan",4864,703000
"19825","Hadfield","3","h","90 Hilton St","SP","Barry",2018-03-17,11.2,"3046",550,"Moreland City Council",-37.70202,144.94064,"Northern Metropolitan",2606,685000
"19826","Hampton","2","h","24A Bridge St","S","Biggin",2018-03-17,13.8,"3188",451,"Bayside City Council",-37.94502,145.00516,"Southern Metropolitan",5454,1330000
"19827","Hampton","2","h","12 Gillies St","S","Hodges",2018-03-17,13.8,"3188",329,"Bayside City Council",-37.9394,145.00733,"Southern Metropolitan",5454,1458000
"19828","Hampton","4","h","94 Orlando St","S","C21",2018-03-17,13.8,"3188",545,"Bayside City Council",-37.9348,144.99725,"Southern Metropolitan",5454,2595000
"19829","Hampton East","4","t","1 Henrietta St","PI","Woodards",2018-03-17,13.8,"3188",674,"Bayside City Council",-37.93825,145.036,"Southern Metropolitan",2356,1180000
"19830","Hawthorn","3","h","342 Auburn Rd","S","Jellis",2018-03-17,5.3,"3122",658,"Boroondara City Council",-37.83148,145.04315,"Southern Metropolitan",11308,1702000
"19831","Hawthorn","2","h","17 Belgrave St","S","Marshall",2018-03-17,5.3,"3122",303,"Boroondara City Council",-37.82839,145.04116,"Southern Metropolitan",11308,1500000
"19832","Hawthorn","4","h","4 Rae St","VB","Kay",2018-03-17,5.3,"3122",660,"Boroondara City Council",-37.81706,145.04341,"Southern Metropolitan",11308,3500000
"19833","Hawthorn","5","h","46 Robinson Rd","PI","Marshall",2018-03-17,5.3,"3122",670,"Boroondara City Council",-37.83282,145.04094,"Southern Metropolitan",11308,3120000
"19834","Hawthorn","2","h","64 Wattle Rd","S","Nelson",2018-03-17,5.3,"3122",280,"Boroondara City Council",-37.82518,145.03205,"Southern Metropolitan",11308,1265000
"19835","Hawthorn East","2","h","33 Auburn Gr","VB","Jellis",2018-03-17,6.2,"3123",319,"Boroondara City Council",-37.82555,145.0485,"Southern Metropolitan",6482,1570000
"19836","Hawthorn East","4","h","41 Leura Gr","S","Kay",2018-03-17,6.2,"3123",667,"Boroondara City Council",-37.83738,145.05106,"Southern Metropolitan",6482,3575000
"19837","Heathmont","4","h","14 Mont Ct","S","Fletchers",2018-03-17,21.3,"3135",893,"Maroondah City Council",-37.828,145.25283,"Eastern Metropolitan",3794,1050000
"19838","Heidelberg Heights","4","h","26 Altona St","S","Nelson",2018-03-17,8.8,"3081",811,"Banyule City Council",-37.74724,145.05528,"Eastern Metropolitan",2947,1320000
"19839","Heidelberg Heights","3","h","11 Dougharty Rd","VB","Flannagan",2018-03-17,8.8,"3081",583,"Banyule City Council",-37.7356,145.05839,"Eastern Metropolitan",2947,8e+05
"19840","Heidelberg Heights","3","h","79 Edwin St","PI","Fletchers",2018-03-17,8.8,"3081",598,"Banyule City Council",-37.75144,145.05025,"Eastern Metropolitan",2947,975000
"19841","Highett","4","h","13 George St","S","Buxton",2018-03-17,16,"3190",1101,"Bayside City Council",-37.9485,145.032,"Southern Metropolitan",4794,1535000
"19842","Highett","3","h","43 Wilson St","S","Buxton",2018-03-17,16,"3190",606,"Bayside City Council",-37.94773,145.02679,"Southern Metropolitan",4794,1420000
"19843","Highett","3","h","4 Worthing Rd","S","Buxton",2018-03-17,16,"3190",670,"Bayside City Council",-37.9477,145.03877,"Southern Metropolitan",4794,1350000
"19844","Hillside","5","h","33 Allenby Rd","PI","Barry",2018-03-17,18,"3037",666,"Brimbank City Council",-37.70382,144.75342,"Western Metropolitan",5556,650000
"19845","Hillside","4","h","175 Community Hub","PI","Prof.",2018-03-17,18,"3037",650,"Brimbank City Council",-37.69971,144.74623,"Western Metropolitan",5556,640000
"19846","Hillside","3","h","22 Penlow Ct","SP","Prof.",2018-03-17,18,"3037",474,"Brimbank City Council",-37.68944,144.74707,"Western Metropolitan",5556,550000
"19847","Hoppers Crossing","3","h","10 Derrimut Rd","S","Greg",2018-03-17,18.4,"3029",624,"Wyndham City Council",-37.89091,144.68096,"Western Metropolitan",13830,482500
"19848","Hoppers Crossing","3","h","24 Fourth Av","VB","Greg",2018-03-17,18.4,"3029",532,"Wyndham City Council",-37.87991,144.6981,"Western Metropolitan",13830,5e+05
"19849","Hoppers Crossing","3","h","9 Hughes St","S","hockingstuart",2018-03-17,18.4,"3029",560,"Wyndham City Council",-37.87062,144.6853,"Western Metropolitan",13830,535000
"19850","Hoppers Crossing","3","h","7 McMillan Ct","S","hockingstuart",2018-03-17,18.4,"3029",748,"Wyndham City Council",-37.86505,144.69352,"Western Metropolitan",13830,530000
"19851","Hoppers Crossing","3","h","27 Quarrion Ct","S","YPA",2018-03-17,18.4,"3029",392,"Wyndham City Council",-37.85095,144.67452,"Western Metropolitan",13830,473000
"19852","Hoppers Crossing","3","h","13 Rodney Ct","VB","Greg",2018-03-17,18.4,"3029",530,"Wyndham City Council",-37.86805,144.70763,"Western Metropolitan",13830,450000
"19853","Hoppers Crossing","3","h","45 Spring Dr","S","Reliance",2018-03-17,18.4,"3029",640,"Wyndham City Council",-37.87209,144.69629,"Western Metropolitan",13830,602000
"19854","Hoppers Crossing","3","h","8 Stella Wy","S","Wyndham",2018-03-17,18.4,"3029",345,"Wyndham City Council",-37.87161,144.69305,"Western Metropolitan",13830,475000
"19855","Hughesdale","4","h","10 Bowen St","S","Ray",2018-03-17,12.3,"3166",455,"Monash City Council",-37.9016,145.08294,"Southern Metropolitan",3145,815000
"19856","Jacana","3","h","10 Bliburg St","S","RW",2018-03-17,14,"3047",757,"Hume City Council",-37.6899,144.91092,"Northern Metropolitan",851,615000
"19857","Jacana","3","h","15 Fidge Ct","PI","Nelson",2018-03-17,14,"3047",600,"Hume City Council",-37.68991,144.91132,"Northern Metropolitan",851,575000
"19858","Jacana","3","h","7 Leech Ct","S","YPA",2018-03-17,14,"3047",638,"Hume City Council",-37.68275,144.90672,"Northern Metropolitan",851,480000
"19859","Kealba","4","h","59 Rowan Dr","S","Barry",2018-03-17,14,"3021",365,"Brimbank City Council",-37.72971,144.82654,"Western Metropolitan",1202,668500
"19860","Keilor East","5","h","4 Brees Rd","VB","Nelson",2018-03-17,11.7,"3033",547,"Brimbank City Council",-37.75014,144.87182,"Western Metropolitan",5629,1080000
"19861","Kew","4","h","25 Barrington Av","S","Jellis",2018-03-17,5.4,"3101",737,"Boroondara City Council",-37.80627,145.04399,"Southern Metropolitan",10331,2286000
"19862","Kew","4","h","3 Bowen St","S","Marshall",2018-03-17,5.4,"3101",668,"Boroondara City Council",-37.81233,145.02211,"Southern Metropolitan",10331,3642500
"19863","Kew","5","h","6 Bowyer Av","S","Kay",2018-03-17,5.4,"3101",734,"Boroondara City Council",-37.80672,145.05511,"Southern Metropolitan",10331,3350000
"19864","Kew","4","h","5 Bright St","VB","Jellis",2018-03-17,5.4,"3101",612,"Boroondara City Council",-37.80166,145.04333,"Southern Metropolitan",10331,1925000
"19865","Kew","4","h","29 Cecil St","S","Marshall",2018-03-17,5.4,"3101",568,"Boroondara City Council",-37.80742,145.05185,"Southern Metropolitan",10331,1950000
"19866","Kew","4","h","21 Dean St","S","Marshall",2018-03-17,5.4,"3101",621,"Boroondara City Council",-37.81552,145.05753,"Southern Metropolitan",10331,2810000
"19867","Kew","3","h","5 Majella Ct","VB","Marshall",2018-03-17,5.4,"3101",844,"Boroondara City Council",-37.80619,145.05723,"Southern Metropolitan",10331,3300000
"19868","Kew","5","h","18 Pakington St","VB","Marshall",2018-03-17,5.4,"3101",660,"Boroondara City Council",-37.80427,145.03464,"Southern Metropolitan",10331,2600000
"19869","Kew","3","h","47 Parkhill Rd","S","Marshall",2018-03-17,5.4,"3101",822,"Boroondara City Council",-37.80507,145.05044,"Southern Metropolitan",10331,1668000
"19870","Kew","4","h","7 Thomas St","PI","Jellis",2018-03-17,5.4,"3101",774,"Boroondara City Council",-37.81152,145.04885,"Southern Metropolitan",10331,3900000
"19871","Kew East","3","h","16 Clyde St","SP","Kay",2018-03-17,7.3,"3102",740,"Boroondara City Council",-37.79556,145.05537,"Southern Metropolitan",2671,1960000
"19872","Kew East","3","h","16 Frater St","S","Jellis",2018-03-17,7.3,"3102",701,"Boroondara City Council",-37.79148,145.06111,"Southern Metropolitan",2671,1759000
"19873","Kew East","4","h","65 Munro St","VB","Jellis",2018-03-17,7.3,"3102",808,"Boroondara City Council",-37.78783,145.06274,"Southern Metropolitan",2671,2400000
"19874","Kilsyth","4","h","34 Beatrice St","S","Barry",2018-03-17,26,"3137",900,"Maroondah City Council",-37.79783,145.31924,"Eastern Metropolitan",4654,855000
"19875","Kings Park","3","h","19 Aldergate Cr","SP","Frank",2018-03-17,14,"3021",706,"Brimbank City Council",-37.74012,144.7718,"Western Metropolitan",2878,585000
"19876","Kingsville","4","h","112 Wales St","VB","Village",2018-03-17,6.4,"3012",373,"Maribyrnong City Council",-37.8117,144.87925,"Western Metropolitan",1808,1480000
"19877","Lalor","3","h","56 French St","S","HAR",2018-03-17,16.3,"3075",700,"Whittlesea City Council",-37.6726,145.02001,"Northern Metropolitan",8279,784000
"19878","Lalor","3","h","16 Kenna Dr","S","Love",2018-03-17,16.3,"3075",542,"Whittlesea City Council",-37.66203,145.02561,"Northern Metropolitan",8279,705500
"19879","Lilydale","3","h","29 Bristol Cr","VB","McGrath",2018-03-17,29.9,"3140",649,"Yarra Ranges Shire Council",-37.7668,145.36781,"Eastern Victoria",6732,660000
"19880","Maidstone","3","h","5 Smith St","VB","Biggin",2018-03-17,6.4,"3012",427,"Maribyrnong City Council",-37.77916,144.87998,"Western Metropolitan",3873,830000
"19881","Malvern","5","h","2 Embling Rd","S","Marshall",2018-03-17,5.9,"3144",879,"Stonnington City Council",-37.85279,145.03059,"Southern Metropolitan",4675,4510000
"19882","Malvern","4","h","6B Henderson Av","S","Marshall",2018-03-17,5.9,"3144",465,"Stonnington City Council",-37.84783,145.03492,"Southern Metropolitan",4675,5040000
"19883","Malvern","4","h","5 Isabella St","VB","Marshall",2018-03-17,5.9,"3144",292,"Stonnington City Council",-37.86169,145.03248,"Southern Metropolitan",4675,2800000
"19884","Malvern","5","h","13 Wilks Av","S","RT",2018-03-17,5.9,"3144",900,"Stonnington City Council",-37.84802,145.03341,"Southern Metropolitan",4675,6300000
"19885","Malvern East","4","h","40 Belson St","VB","Jellis",2018-03-17,8.4,"3145",681,"Stonnington City Council",-37.86517,145.04583,"Southern Metropolitan",8801,2577500
"19886","Malvern East","3","h","59 Brunel St","S","hockingstuart",2018-03-17,8.4,"3145",637,"Stonnington City Council",-37.86984,145.05537,"Southern Metropolitan",8801,1760000
"19887","Malvern East","4","t","1B Ivanhoe Gr","S","Jellis",2018-03-17,8.4,"3145",170,"Stonnington City Council",-37.87837,145.08093,"Southern Metropolitan",8801,1042000
"19888","Malvern East","4","h","11 Karma Av","S","hockingstuart",2018-03-17,8.4,"3145",647,"Stonnington City Council",-37.88331,145.06464,"Southern Metropolitan",8801,2105000
"19889","Malvern East","3","h","55 Midlothian St","S","Marshall",2018-03-17,8.4,"3145",605,"Stonnington City Council",-37.88397,145.08776,"Southern Metropolitan",8801,1667000
"19890","Malvern East","3","h","2 Peak St","S","Jellis",2018-03-17,8.4,"3145",725,"Stonnington City Council",-37.88009,145.08792,"Southern Metropolitan",8801,1351000
"19891","Maribyrnong","4","h","45 Magazine Wy","S","Jellis",2018-03-17,4.3,"3032",311,"Maribyrnong City Council",-37.78506,144.8984,"Western Metropolitan",4918,1440000
"19892","McKinnon","3","h","14 Hall St","S","Buxton",2018-03-17,11.4,"3204",644,"Glen Eira City Council",-37.91324,145.04695,"Southern Metropolitan",2397,1755000
"19893","Meadow Heights","3","h","1 Camms Wy","SP","Barry",2018-03-17,17.4,"3048",487,"Hume City Council",-37.6578,144.91286,"Northern Metropolitan",4704,520000
"19894","Meadow Heights","3","h","5 Homewood Ct","S","HAR",2018-03-17,17.4,"3048",650,"Hume City Council",-37.65739,144.91854,"Northern Metropolitan",4704,445000
